List0,List1,List2,List3,List4,List5,List6,List7,List8,List9,List10,List11
,10069:car,3429:car,3427:car,3491:car,2703:car,3918:car,3162:car,3380:car,3740:car,10989:car,
,10496:car,3444:car,3440:car,3526:car,2873:car,3947:car,3249:car,3413:car,3941:motorcycle,12226:car,
,10780:truck,3462:car,3502:car,3557:car,2700:car,3976:car,3283:car,3432:car,4555:car,12293:car,
,10789:large bus,3483:car,3467:car,3578:car,2961:truck,3993:car,3314:car,3458:car,4895:car,,
,10789:truck,3523:car,3488:car,3595:car,2934:car,4011:car,3330:car,3476:car,4906:car,,
,10734:large bus,3562:car,3538:car,3617:car,2956:car,4044:car,3354:car,3501:car,4917:car,,
,10759:large bus,3576:car,3581:car,3628:car,2974:car,4071:car,3383:car,3543:car,5124:car,,
,10869:car,3594:car,3607:car,3689:truck,2993:car,4097:car,3417:car,3568:car,5170:car,,
,10854:car,3618:car,3621:car,3694:car,2994:car,4118:car,3441:car,3612:car,5236:car,,
,10891:car,3777:car,3647:truck,3677:car,3016:car,4147:car,3459:car,3625:car,5373:truck,,
,10924:car,5228:car,3659:car,3684:car,3025:car,4177:car,3496:car,3635:car,5421:truck,,
,11038:car,5265:car,3724:car,5361:car,3032:car,4203:car,3522:car,3653:car,5477:truck,,
,11779:car,5275:car,3813:car,5713:truck,3054:car,4217:car,3536:car,3674:car,5565:truck,,
,12142:car,5741:car,3853:car,5685:car,3166:car,4542:car,3561:car,3695:car,5586:truck,,
,12122:car,5511:car,3897:car,5347:car,3784:car,4568:car,3582:truck,3716:car,5615:truck,,
,12461:car,5742:large bus,4191:car,5355:car,3790:car,4581:car,3616:car,5342:car,5629:truck,,
,,5742:truck,4211:car,5362:car,3798:car,4605:car,3655:car,5345:car,5647:truck,,
,,5797:car,4243:car,5666:car,3801:car,4637:car,3703:car,5813:car,5714:car,,
,,5830:car,4271:car,5784:car,3804:car,4654:car,3727:car,5852:car,5820:car,,
,,5810:car,4303:car,5865:car,3889:car,4671:car,5341:car,5887:car,5854:car,,
,,5970:car,4319:car,5939:car,3961:car,4687:car,5698:motorcycle,5931:car,5956:car,,
,,6019:car,4349:car,5995:car,3968:car,4696:car,5696:car,5981:car,5987:car,,
,,6144:car,4390:car,6001:car,3957:car,4709:car,5759:car,6015:car,6011:car,,
,,6228:car,5356:car,6012:car,4027:car,5340:car,5808:car,6039:car,6034:car,,
,,6283:car,5677:car,6094:car,4053:car,6207:car,5864:car,6065:car,6082:car,,
,,6272:car,5350:car,6237:car,4063:car,6227:car,5898:car,6119:car,6156:car,,
,,6304:car,5364:car,6230:car,4090:car,6877:car,5958:car,6148:car,6182:car,,
,,6363:car,5349:car,6271:car,4113:car,6925:truck,6004:car,6171:car,6256:car,,
,,6386:car,5717:car,6294:car,4101:car,6972:car,6041:car,6213:car,6307:car,,
,,6487:car,5365:car,6342:car,4156:car,7016:car,6105:car,6232:car,6347:car,,
,,6448:car,5974:car,6379:car,4547:car,7074:car,6131:car,6268:car,6416:truck,,
,,6530:car,5959:car,6412:car,4548:car,7096:car,6146:motorcycle,6318:car,6449:car,,
,,6533:car,5971:car,6446:car,4572:car,7114:car,6150:truck,6339:car,6484:car,,
,,6667:car,5992:car,6494:car,4580:car,7147:car,6178:car,6380:car,6510:car,,
,,6703:car,6093:truck,6535:car,4595:car,7168:car,6201:car,6403:car,6566:car,,
,,6851:car,6084:car,6569:car,4657:car,6970:car,6262:car,6434:car,6619:car,,
,,6873:car,6111:car,6618:car,5343:car,7291:car,6296:motorcycle,6463:car,6671:car,,
,,7021:car,6128:car,6657:car,6217:car,7792:car,6305:car,6490:car,6727:car,,
,,7029:car,6224:car,6725:car,6203:car,8038:car,6368:car,6519:car,6767:car,,
,,7053:car,6223:car,6732:car,6225:car,8073:motorcycle,6385:car,6556:car,7098:car,,
,,7646:car,6241:car,6749:car,6853:car,8090:car,6417:car,6596:car,7127:car,,
,,7835:car,6298:car,6769:car,6866:car,8097:car,6438:car,6634:car,7849:car,,
,,7907:truck,6329:car,6987:car,6977:car,8106:car,6477:motorcycle,6646:car,7888:car,,
,,7911:car,6369:car,7249:car,6979:car,8147:car,6473:car,6672:car,7938:car,,
,,7999:car,6391:car,7788:car,6996:car,8161:car,6512:truck,6692:car,7968:car,,
,,8344:car,6443:car,7794:car,7006:car,8177:motorcycle,6545:car,6718:truck,7987:car,,
,,8348:car,6453:car,7812:car,7030:truck,8182:car,6587:car,6748:car,8400:car,,
,,8428:car,6483:truck,7808:car,7039:car,8200:car,6609:car,6783:car,8548:car,,
,,8484:car,6485:car,7809:car,7097:car,8217:car,6644:car,6971:car,8637:car,,
,,8518:car,6508:car,7838:car,7116:car,8244:car,6678:car,7816:car,8667:car,,
,,9145:car,6575:car,7859:car,7149:car,8262:car,6708:car,7887:car,8811:car,,
,,10085:car,6717:car,7914:car,7200:car,8278:car,6741:car,7903:car,10620:car,,
,,10609:car,6781:car,7945:car,7211:car,8330:car,6747:truck,7923:car,10684:car,,
,,10712:car,6828:car,8335:car,7493:car,8735:car,6773:car,7960:car,10727:car,,
,,10698:car,6833:car,8346:car,7798:car,8813:car,6978:car,7998:car,10764:car,,
,,10755:car,6839:car,8340:car,8045:truck,8844:car,7834:car,8378:car,10849:truck,,
,,10739:car,6929:car,8377:car,8028:car,8858:car,7868:motorcycle,8453:car,10886:car,,
,,10868:car,6941:car,8364:car,7820:car,8880:car,7898:car,8487:car,10930:car,,
,,10879:car,7002:car,8500:car,7823:car,8911:car,7936:motorcycle,8531:car,10952:car,,
,,10915:car,7020:car,8577:car,8059:car,8937:car,7974:car,8560:car,11003:car,,
,,10969:car,7080:car,9007:car,8084:car,8962:car,8331:car,8584:car,11071:car,,
,,10993:car,7100:car,9139:car,8145:car,8997:motorcycle,8432:car,8636:car,11134:car,,
,,12067:car,7134:car,10468:car,8152:car,8995:car,8489:truck,10056:car,11217:car,,
,,12096:large bus,7169:car,10608:car,8140:car,9076:car,8529:car,10659:car,11338:car,,
,,12084:car,7224:car,10073:car,8153:car,9148:car,8552:car,10723:car,11346:car,,
,,12088:car,7358:car,10628:car,8207:car,11066:car,8601:car,10751:car,11430:car,,
,,12137:car,7458:car,10639:car,8167:car,11107:motorcycle,10064:car,10786:car,11481:car,,
,,12165:car,7547:car,10631:car,8220:car,11106:car,10063:car,10821:car,11509:car,,
,,12213:car,7742:car,10758:car,8243:car,11150:car,10656:car,10870:car,11790:car,,
,,12580:car,7777:car,10801:car,8229:car,11283:truck,10699:car,10894:car,11893:car,,
,,12590:car,7793:car,10823:truck,8504:truck,11283:car,10754:car,10919:car,11907:car,,
,,12604:car,7806:car,10914:truck,8564:truck,12053:car,10809:car,10941:car,11935:car,,
,,12625:car,7830:car,10884:car,8602:truck,12282:car,10832:car,10962:car,11941:car,,
,,,7857:car,10909:car,8631:truck,12307:car,10862:car,12085:car,12001:car,,
,,,7867:car,10923:car,8665:truck,12322:truck,10899:car,12132:car,12052:car,,
,,,7916:car,10944:car,8680:truck,12387:car,10925:car,12159:car,12093:car,,
,,,7947:car,11075:car,8715:car,12408:car,10951:car,12192:motorcycle,12128:car,,
,,,7975:car,11095:car,8758:car,12431:car,10985:car,12224:car,12195:car,,
,,,8371:car,11138:car,8586:car,12457:car,12041:car,,12294:motorcycle,,
,,,8366:car,11156:car,8565:car,12475:car,12087:car,,12309:motorcycle,,
,,,8390:car,11220:car,8411:car,12495:car,12102:car,,,,
,,,8353:car,11240:car,8804:car,12532:car,12121:car,,,,
,,,8337:car,11251:car,8817:car,,12151:car,,,,
,,,8478:car,11289:car,8851:car,,12177:car,,,,
,,,9141:car,12045:car,8859:car,,12210:car,,,,
,,,10060:car,12071:car,8947:car,,12262:truck,,,,
,,,10502:car,12185:car,8964:car,,,,,,
,,,10061:car,12227:car,9004:car,,,,,,
,,,10697:car,,8994:car,,,,,,
,,,10571:car,,9045:car,,,,,,
,,,10826:car,,9082:car,,,,,,
,,,10760:car,,9137:car,,,,,,
,,,10817:car,,10066:car,,,,,,
,,,10874:car,,11023:car,,,,,,
,,,10851:car,,11025:car,,,,,,
,,,10920:truck,,11024:car,,,,,,
,,,10933:car,,11020:car,,,,,,
,,,11031:car,,11142:truck,,,,,,
,,,12079:car,,11112:car,,,,,,
,,,12092:car,,11145:car,,,,,,
,,,12110:car,,11114:car,,,,,,
,,,12123:car,,11141:car,,,,,,
,,,12167:car,,12064:car,,,,,,
,,,12168:car,,12143:car,,,,,,
,,,,,12292:car,,,,,,
,,,,,12060:car,,,,,,
,,,,,12287:car,,,,,,
,,,,,12371:car,,,,,,
,,,,,12163:car,,,,,,
,,,,,12429:truck,,,,,,
,,,,,12393:car,,,,,,
,,,,,12389:car,,,,,,
,,,,,12421:car,,,,,,
,,,,,12445:car,,,,,,
,,,,,12448:car,,,,,,
,,,,,12474:car,,,,,,
,,,,,12432:car,,,,,,
,,,,,12516:car,,,,,,
,,,,,12521:car,,,,,,
,,,,,12528:car,,,,,,
,,,,,12558:car,,,,,,
,,,,,12638:car,,,,,,
